13232, 4680, 8676 
13324, 5784, 8848 
13578, 5172, 9922 
13882, 5078, 10120 
11794, 5962, 12610 
13120, 5772, 12952 
12232, 6016, 11188 
12872, 6860, 9694 
13640, 6788, 9148 
13946, 6540, 8792 
14862, 7088, 8316 
13712, 7846, 7246 
14454, 6622, 7048 
14172, 6918, 7206 
15472, 7160, 6564 
14832, 7026, 6926 
15740, 6984, 6608 
16084, 7150, 6380 
15822, 6326, 5922 
15568, 6842, 6010 
15374, 7136, 6162 
15468, 6960, 5516 
16194, 6860, 4774 
16226, 7006, 4958 
15678, 6650, 4204 
16422, 6306, 4212 
16914, 6526, 3688 
16558, 6768, 3776 
16308, 6390, 4392 
16240, 6552, 4146 
16222, 6624, 3792 
16482, 6792, 4384 
16268, 6970, 4684 
16010, 6980, 4632 
15744, 6800, 4566 
16236, 6886, 4840 
15888, 6906, 5090 
15516, 7076, 5488 
15722, 6904, 5916 
15504, 7094, 6500 
15394, 7072, 6788 
15148, 7408, 6988 
14916, 7098, 6962 
14958, 7318, 6920 
14792, 7430, 6560 
14568, 7366, 6608 
14598, 7798, 6846 
14916, 7816, 7218 
14850, 7804, 7082 
14900, 7622, 6942 
14496, 8044, 6602 
14212, 8032, 6890 
14622, 7892, 7032 
15074, 7894, 7178 
15224, 7664, 6808 
14740, 7404, 6800 
14270, 7776, 6638 
14406, 8064, 6994 
14648, 7888, 7252 
14910, 8052, 6808 
14938, 8022, 6998 
14914, 7974, 6342 
14972, 7950, 6736 
14906, 7750, 6794 
14872, 7558, 6622 
14530, 7998, 6720 
14718, 7900, 6628 
14746, 7962, 6968 
14942, 7840, 6650 
14680, 8056, 6578 
14498, 7638, 6980 
14542, 7552, 6948 
14662, 7840, 6942 
14592, 8220, 6792 
14678, 8252, 7094 
14530, 7822, 7242 
14590, 7904, 7224 
14872, 8210, 7244 
14610, 8162, 6830 
14656, 8250, 6912 
14422, 7934, 6914 
14400, 7840, 6648 
14666, 8028, 6966 
14738, 8288, 6802 
14856, 7906, 6818 
14604, 7850, 6954 
14644, 7834, 7008 
14466, 8206, 7024 
14678, 7840, 6996 
14844, 7654, 6746 
14608, 7840, 6350 
14494, 7886, 6926 
14524, 8054, 6700 
14548, 8058, 6684 
14730, 8032, 6702 
14588, 7606, 6542 
14708, 8198, 6704 
14570, 7960, 6592 
14968, 7824, 6642 
14520, 7926, 7180 
14266, 8014, 6808 
14872, 7562, 6800 
14750, 7946, 6994 
14962, 7936, 7180 
14738, 7606, 6798 
14602, 7752, 6832 
14652, 7738, 7102 
14700, 7410, 7080 
14550, 7314, 7214 
14496, 7310, 7102 
14848, 7354, 7062 
14958, 7394, 7444 
14848, 7372, 7114 
14504, 7382, 7056 
14588, 7548, 7124 
14776, 7374, 7086 
14942, 7754, 7208 
14926, 7306, 6858 
14760, 7354, 6554 
15060, 7408, 6328 
15204, 7772, 6690 
15468, 7040, 6094 
15484, 7514, 6232 
15536, 7108, 5340 
15062, 7166, 4864 
14824, 7018, 5190 
15256, 6594, 5018 
17462, 6550, 4910 
16230, 6510, 3698 
16510, 6674, 3244 
17348, 7016, 3984 
17160, 6334, 3760 
17168, 6526, 4152 
16460, 5804, 3272 
16764, 6254, 4462 
16436, 6520, 4380 
15978, 6338, 3790 
15942, 6766, 4302 
16030, 6352, 5028 
16278, 6602, 4272 
16274, 6580, 3892 
16450, 6512, 3926 
16388, 6382, 3994 
16398, 6638, 4290 
16246, 6872, 4522 
16180, 6856, 4336 
16104, 7022, 4260 
16110, 6794, 4718 
16640, 6790, 3510 
15514, 6584, 3330 
15942, 6872, 2888 
17230, 6582, 2472 
16680, 6614, 2630 
16560, 6648, 1780 
16460, 6412, 1956 
16440, 6276, 2126 
16636, 6776, 2388 
16308, 6620, 1670 
17232, 6758, 2304 
16470, 6872, 2342 
16036, 7002, 2582 
16498, 7168, 2630 
16084, 7156, 2752 
15856, 7434, 3102 
